,Price,Year,Mileage,City,State,Make,Model
27586,10995,2010,114646,Ewing, NJ,BMW,3
424254,28987,2015,45441,Kansas City, KS,Honda,PilotEX-L
660874,18900,2014,59737,Longs, SC,Nissan,Maxima3.5
545251,8995,2010,77548,Davis, CA,Kia,Forte4dr
84700,6000,2009,33748,Naples, FL,Chevrolet,Aveo5dr
434666,10988,2014,44965,Lauderdale Lakes, FL,Hyundai,SonataGLS
446396,14590,2017,14840,Richmond, Va,Hyundai,Elantra
816664,26995,2011,117804,Grenada, MS,Toyota,Tundra
357470,12700,2007,112189,Lebanon, TN,GMC,AcadiaFWD
559725,10000,2003,127957,Nottingham, MD,Lexus,GX
273129,16349,2014,57141,Morristown, TN,Ford,MustangCoupe
379198,13000,2014,25689,Dublin, OH,Honda,Civic
85682,13186,2015,44621,Morristown, TN,Chevrolet,Malibu1LT
272286,14421,2013,74451,Fayetteville, NC,Ford,MustangCoupe
112844,14992,2016,33419,Florence, KY,Chevrolet,ImpalaLS
658947,16982,2016,40963,Newport News, VA,Nissan,RogueS
510772,26900,2013,52739,Plano, TX,Jeep,Wrangler
708836,24516,2015,67662,Brooklyn Park, MN,Ram,1500Big
61476,11000,2014,93903,Alliance, OH,Buick,RegalPremium
117529,18967,2017,26091,Fairborn, OH,Chevrolet,ImpalaLT
22345,31976,2015,28104,Tampa, FL,Audi,Q52.0T
735438,19698,2014,42593,McKinney, TX,Subaru,Forester2.5i
681521,14991,2016,46298,Richardson, TX,Nissan,Altima2.5
469287,12550,2003,52546,Phoenix, AZ,INFINITI,G35
251365,13684,2016,21140,Florissant, MO,Ford,FocusSedan
168950,31696,2013,90355,Garden City, GA,Chevrolet,TahoeLTZ
513132,24500,2015,47790,Salem, OR,Jeep,Grand
755213,14498,2015,42294,Macon, GA,Toyota,CamrySE
813190,30990,2014,41289,Rochester, NY,Toyota,4Runner4x4
529384,16975,2015,27824,North Salt Lake, UT,Kia,OptimaSX
424068,22431,2012,94367,North Bend, WA,Honda,Pilot4WD
688943,12895,2015,10599,Dearborn, MI,Nissan,LEAFSV
548748,11366,2012,114215,Cumming, GA,Kia,Sorento2WD
640620,10995,2011,60326,Blauvelt, NY,Nissan,Maxima4dr
228894,22983,2013,52827,Sandy, UT,Dodge,DurangoCrew
204317,6399,2008,103351,West Bridgewater, MA,Dodge,Charger4dr
365940,35694,2015,19474,Colorado Springs, CO,GMC,Sierra
616918,48334,2016,7171,San Jose, CA,Mercedes-Benz,GLEGLE350
792771,8910,2008,163168,Waukegean, IL,Toyota,Highlander4WD
249705,15891,2016,31751,Ft. Worth, TX,Ford,C-Max
476073,36975,2016,13816,Ramsey, NJ,INFINITI,QX70AWD
109269,9999,2012,91335,Colville, WA,Chevrolet,CruzeSedan
203874,12912,2011,50745,Seminole, FL,Dodge,Charger4dr
334599,16990,2005,141412,Hamilton, TX,Ford,Super
716750,36088,2015,19144,Mt. Juliet, TN,Ram,"1500Laramie,"
60172,19500,2014,8174,Ankeny, IA,Buick,VeranoConvenience
337384,32999,2013,33921,Cary, NC,Ford,F-150SuperCrew
331205,31287,2014,85243,Denver, CO,Ford,F-1504WD
734018,16885,2016,82097,Fredericksburg, VA,Subaru,Legacy2.5i
706017,19472,2017,30875,Jarrettsville, MD,Ram,ProMaster
700288,9299,2001,107600,Norfolk, VA,Porsche,Boxster2dr
422164,29000,2015,37298,Daphne, AL,Honda,OdysseyEX-L
789166,22319,2013,44600,Easton, PA,Toyota,Highlander4X4
744754,21887,2008,98749,Delavan, WI,Subaru,Impreza
124353,10195,2011,113441,Albuquerque, NM,Chevrolet,Impala4dr
353736,20000,2014,6749,Mooresville, IN,GMC,Sierra
145125,25649,2016,17896,Lansing, IL,Chevrolet,Express
609723,37275,2017,3326,SEATTLE, WA,Mercedes-Benz,CLACLA
229362,15892,2015,11929,Bethel Park, PA,Dodge,Grand
704224,14800,2013,56125,Union City, GA,Ram,"1500SLT,"
587122,8994,2014,35279,Springfield, MO,Mazda,Mazda2Sport
84886,15310,2015,11181,Lockport, NY,Chevrolet,Malibu1LT
330023,30995,2011,54709,East Syracuse, NY,Ford,F-1504WD
432168,15197,2017,22577,Austin, TX,Hyundai,Sonata2.4L
120386,18997,2016,32654,Wait Park, MN,Chevrolet,CamaroCoupe
407886,16495,2014,84000,Greenville, TX,Honda,Accord
258237,6996,2012,101783,O'Fallon, IL,Ford,Focus4dr
436197,11987,2016,47244,Libertyville, IL,Hyundai,ElantraSE
691604,27980,2014,50525,Lexington, KY,Nissan,Murano
614549,37888,2014,19073,Brooklyn, NY,Mercedes-Benz,M-ClassML350
405207,16500,2014,65391,St. Louis, MO,Honda,CR-VEX
607588,3990,2003,174970,Fullerton, CA,Mercedes-Benz,S-ClassS430
659527,13250,2011,39492,East Providence, RI,Nissan,RogueAWD
118764,15599,2015,43067,Homestead, FL,Chevrolet,CamaroConvertible
358314,26962,2014,32269,Pontiac, IL,GMC,AcadiaAWD
626875,23995,2015,14031,Fremont, NE,MINI,Cooper
551228,40415,2017,1437,Westmont, IL,Land,Rover
103565,16699,2014,21735,Mesa, AZ,Chevrolet,EquinoxFWD
505319,26995,2014,50775,Odessa, TX,Jeep,Grand
149298,13995,2016,27574,Lansing, IL,Chevrolet,Cruze
71057,14490,2011,86873,Schaumburg, IL,Cadillac,CTS
245881,9999,2013,31495,Milwaukie, OR,Ford,FocusSedan
237356,179900,2006,19440,Hinsdale, IL,Ferrari,430Coupe
743286,10792,2008,123809,Davenport, IA,Subaru,Outback
492394,19950,2015,3000,Ottawa Lake, MI,Jeep,PatriotHigh
617901,39795,2014,45133,Great Neck, NY,Mercedes-Benz,CLS-ClassCLS550
42483,32116,2014,24847,Eatontown, NJ,BMW,5
453843,13000,2012,61690,Port Richey, FL,Hyundai,Santa
277304,23727,2017,18716,New York, NY,Ford,MustangEcoBoost
312512,25559,2012,75277,Marysville, WA,Ford,F-1504WD
468694,21977,2014,41733,Hillside, NJ,INFINITI,Q50AWD
800237,32466,2016,9940,North Richland Hills, TX,Toyota,Tundra
56882,15887,2015,13219,Richardson, TX,Buick,VeranoConvenience
293258,24993,2014,26477,Fort Pierce, FL,Ford,MustangCoupe
546687,10495,2015,28020,Union, NJ,Kia,SoulManual
762505,9498,2012,90293,Moultrie, GA,Toyota,Camry4dr
826724,13980,2013,37547,Longwood, FL,Volkswagen,CCSport
123132,15950,2014,27061,Columbus, IN,Chevrolet,VoltPlug-In
828848,14058,2017,2100,Murfreesboro, TN,Volkswagen,Jetta1.4T
4539,7991,2006,128307,San Antonio, TX,Acura,MDX4WD
201971,25000,2013,50192,Spokane, WA,Chrysler,300300S
427838,5999,2004,218649,Spokane, WA,Honda,CR-V4WD
747903,13885,2014,30760,San Antonio, TX,Toyota,CamryL
63456,23999,2017,10431,Brownsburg, IN,Buick,RegalPremium
382292,12988,2014,35345,Hazle Township, PA,Honda,Civic
450566,13900,2015,23239,El Cajon, CA,Hyundai,ElantraSE
835903,19178,2015,31263,Pasadena, MD,Volkswagen,PassatTDI
227443,21986,2012,29918,Woodbury Heights, NJ,Dodge,Durango2WD
158222,27295,2017,18201,Houston, TX,Chevrolet,EquinoxFWD
165109,36999,2015,26880,American Fork, UT,Chevrolet,Silverado
643073,14990,2015,31261,Augusta, GA,Nissan,Altima2.5
36391,27297,2014,30446,San Francisco, CA,BMW,5
399721,20999,2015,35590,South Charleston, WV,Honda,Accord
687589,25379,2015,13492,Indianapolis, IN,Nissan,FrontierKing
99441,12400,2015,45676,Indianapolis, IN,Chevrolet,Cruze2LT
311224,18865,2013,50638,Pueblo, CO,Ford,Econoline
577780,15995,2008,77612,San Leandro, CA,Lincoln,Navigator2WD
208212,14488,2016,12019,Wilkesboro, NC,Dodge,DartSE
792275,9900,2007,157090,Plano, TX,Toyota,Tundra2WD
257699,16100,2014,46803,Mount Dora, FL,Ford,FusionTitanium
580885,47185,2017,20548,Escondido, CA,Lincoln,Navigator4WD
789005,2995,1998,135123,Houston, TX,Toyota,Avalon4dr
159214,21998,2011,132702,Smithfield, NC,Chevrolet,Silverado
478038,42981,2014,46823,Woodstock, GA,INFINITI,QX802WD
822018,44795,2015,25616,Lincoln, NE,Toyota,Sequoia4WD
632550,12988,2017,10868,Gainesville, GA,Nissan,SentraS
137298,25600,2015,37956,Indianapolis, IN,Chevrolet,Silverado
88480,17233,2017,29863,Overland Park, KS,Chevrolet,MalibuLT
691844,23890,2012,90601,Overland Park, KS,Nissan,Armada4WD
603210,9995,2003,77101,Fife, WA,Mercedes-Benz,SLK-ClassSLK230
834254,18999,2016,24741,Concord, NC,Volkswagen,Passat4dr
422062,25995,2013,49896,Manassas, VA,Honda,RidgelineRTL
277008,19795,2013,24484,Paoli, PA,Ford,EdgeSEL
251893,16985,2016,38140,Corpus Christi, TX,Ford,FusionSE
735786,19500,2015,45741,Massillon, OH,Subaru,Legacy2.5i
290541,13999,2014,67447,Charlotte, NC,Ford,Transit
73287,15995,2011,76224,Cincinnati, OH,Cadillac,CTS
125755,16990,2012,59586,Byron, GA,Chevrolet,CamaroCoupe
627260,14900,2013,35512,Cypress, TX,MINI,Cooper
340722,37995,2015,75225,Denton, TX,Ford,Super
787157,11990,2012,109500,Fredericksburg, VA,Toyota,Venza4dr
155890,28995,2013,59499,Schaumburg, IL,Chevrolet,Silverado
371704,36930,2014,59825,Monticello, MN,GMC,YukonAWD
580319,27995,2015,27860,Bethlehem, PA,Lincoln,MKTAWD
215782,17991,2016,31142,Vacaville, CA,Dodge,Grand
71823,14991,2010,76794,Trevose, PA,Cadillac,SRXAWD
382573,14634,2015,27491,Victor, NY,Honda,Civic
143276,20995,2012,87304,West Seneca, NY,Chevrolet,Silverado
137470,19349,2011,80022,Miami, FL,Chevrolet,Silverado
34509,10800,2005,63703,Pasadena, CA,BMW,X5AWD
140121,25492,2015,45534,Fallston, MD,Chevrolet,Silverado
168022,35000,2016,83057,Cullman, AL,Chevrolet,Silverado
739327,17400,2013,62538,Greensboro, NC,Subaru,Outback2.5i
504633,13990,2007,118969,Fredericksburg, VA,Jeep,Wrangler4WD
76082,27455,2014,46859,Barrington, IL,Cadillac,ELRCoupe
106900,19999,2015,12138,Las Cruces, NM,Chevrolet,EquinoxFWD
127667,7630,2011,86133,Morehead, KY,Chevrolet,HHRFWD
491992,8890,2008,71742,Santa Ana, CA,Jeep,PatriotFWD
552484,50954,2014,59048,Canton, CT,Land,Rover
400325,3950,2002,123564,Arlington, VA,Honda,CivicEX
155625,20500,2013,88399,Ontario, CA,Chevrolet,Suburban3/4
447956,9897,2013,68979,Greensboro, NC,Hyundai,SonataGLS
187968,13500,2015,30417,Gonzales, LA,Chrysler,200Limited
584781,14200,2015,27562,Framingham, MA,Mazda,Mazda6Sport
252223,10485,2015,60564,Humboldt, TN,Ford,FocusSedan
698868,6995,2007,56386,San Leandro, CA,Pontiac,Vibe4dr
379201,10995,2014,27807,Akron, OH,Honda,Civic
619120,49607,2015,27009,NORTH HAVEN, CT,Mercedes-Benz,GL-ClassGL450
521374,13881,2016,12608,Vacaville, CA,Kia,ForteAutomatic
465043,16692,2014,57988,Tracy, CA,Hyundai,Santa
560149,13947,2009,101004,Fort Myers, FL,Lexus,RX
523211,12835,2015,37525,Aurora, CO,Kia,ForteEX
811959,21995,2014,144618,Sykesville, MD,Toyota,Sequoia4X4
630080,9995,2015,37379,Oxnard, CA,Mitsubishi,MirageES
475814,27950,2013,26888,Phoenix, AZ,INFINITI,M37M37
287939,4444,1998,112847,Rahway, NJ,Ford,F-1502WD
37439,23488,2013,70678,Buford, GA,BMW,5
426777,33995,2015,27946,Clinton, NJ,Honda,PilotTouring
524740,16777,2017,26061,Lawrenceville, GA,Kia,OptimaLX
831198,20991,2015,38195,Cary, NC,Volkswagen,Golf
803660,26491,2012,66960,Weatherford, TX,Toyota,Tacoma4WD
210374,17399,2012,84807,Norfolk, VA,Dodge,Charger4dr
291540,12666,2013,113054,St. Louis, MO,Ford,TaurusLimited
42779,38990,2018,458,Silver Spring, MD,BMW,X1xDrive28i
91123,18533,2017,19330,Fort Lauderdale, FL,Chevrolet,MalibuLT
117510,13699,2016,46685,Henderson, NV,Chevrolet,Cruze
711202,19998,2012,102426,Concord, CA,Ram,15004WD
508567,36988,2017,14118,Easton, PA,Jeep,Grand
365849,31729,2015,35510,Conway, AR,GMC,CanyonCrew
353095,21950,2016,41071,Turlock, CA,GMC,TerrainFWD
186122,72000,2016,891,Hinsdale, IL,Chevrolet,CorvetteCoupe
72193,3995,2000,118478,Orlando, FL,Cadillac,Catera4dr
528621,10572,2015,18224,Orlando, FL,Kia,SoulManual
331295,32149,2014,57522,Blair, NE,Ford,ExpeditionLimited
252577,11595,2016,43362,Woodland Hills, CA,Ford,FiestaHatchback
238307,8992,2014,45955,Chehalis, WA,FIAT,500Pop
682754,22991,2017,27224,Panama City, FL,Nissan,FrontierCrew
581092,39000,2017,24595,Bloomington, MN,Lincoln,MKZReserve
341997,30995,2015,43508,Hillsboro, OR,Ford,ExplorerXLT
428547,9842,2009,136439,Delano, CA,Honda,Accord
326534,3947,1998,161670,Heber Springs, AR,Ford,Crown
270251,21367,2017,34664,Sandy, UT,Ford,EscapeFWD
716417,37189,2017,25399,Barstow, CA,Ram,1500Laramie
353365,15816,2012,75566,Jersey City, NJ,GMC,TerrainAWD
455586,14000,2011,53893,Round Rock, TX,Hyundai,Santa
571386,46000,2017,2490,Waipahu, HI,Lexus,RXRX
357881,7995,2004,132314,Anchorage, AK,GMC,Yukon4dr
242739,10833,2015,14489,Fredericksburg, VA,Ford,FiestaHatchback
436511,9500,2013,63623,Frederick, MD,Hyundai,SonataGLS
776025,19679,2014,31665,Belle Vernon, PA,Toyota,RAV44X4
427439,37994,2016,18682,Union City, GA,Honda,Pilot4WD
162175,18300,2009,94686,Spring, TX,Chevrolet,Avalanche4WD
575344,15995,2010,30522,Blenheim, SC,Lincoln,MKZ4dr
38614,22997,2008,75309,Pelham, AL,BMW,3
745419,3995,2008,75396,Raleigh, NC,Suzuki,Reno4dr
657860,16500,2014,52436,Orlando, FL,Nissan,Murano2WD
557028,26993,2013,17263,Roswell, GA,Lexus,ES
119410,22500,2014,28474,Asheboro, NC,Chevrolet,EquinoxFWD
85764,15999,2017,24102,Baton Rouge, LA,Chevrolet,MalibuLS
799396,12578,2004,143687,Beaverton, OR,Toyota,Tacoma2WD
656166,5690,2007,134648,Brooklyn Park, MN,Nissan,Altima4dr
384623,14981,2017,900,Columbia, SC,Honda,FitLX
791285,22410,2013,54596,McKinney, TX,Toyota,Tundra
153721,31900,2015,26088,Brooksville, FL,Chevrolet,Silverado
177007,37991,2017,54,Katy, TX,Chevrolet,Silverado
363435,25950,2015,90291,Sandy, UT,GMC,Sierra
245215,11899,2016,35562,Warner Robins, GA,Ford,FocusSedan
798208,24950,2013,65261,Richmond, VA,Toyota,Tundra
610210,15900,2006,75179,Orlando, FL,Mercedes-Benz,SL-ClassSL500
224999,27995,2016,19108,Henderson, KY,Dodge,ChargerRT
162843,16500,2008,135472,Chesapeake, VA,Chevrolet,Suburban2WD
421290,29898,2016,14618,Willow Grove, PA,Honda,OdysseyEX-L
421573,27500,2014,27627,Council Bluffs, IA,Honda,OdysseyEX-L
621610,78800,2016,12800,Westmont, IL,Mercedes-Benz,SLSL550
182931,50888,2016,40414,Dublin, CA,Chevrolet,Suburban2WD
830774,14989,2016,40456,Duluth, GA,Volkswagen,Passat4dr
579684,36599,2016,25636,Des Moines, IA,Lincoln,MKXAWD
569020,5950,2002,158979,Swannanoa, NC,Lexus,IS
316194,32991,2015,51289,Doylestown, PA,Ford,Super
406660,23988,2015,29590,Raleigh, NC,Honda,Accord
157551,8000,2005,179163,Beloit, KS,Chevrolet,Suburban4dr
8253,31204,2016,30222,Knoxville, TN,Acura,RDXFWD
329301,31500,2012,52461,Nashville, TN,Ford,F-1504WD
308790,31040,2016,36667,Sandy, UT,Ford,Explorer4WD
552116,37200,2013,43014,Nashville, TN,Land,Rover
231715,23977,2010,39762,Ripley, WV,Dodge,Challenger2dr
249212,7331,2008,44476,Lincoln, NE,Ford,Focus4dr
449008,12988,2013,46717,Mt. Juliet, TN,Hyundai,Elantra
433855,14500,2017,13688,Carrollton, TX,Hyundai,ElantraValue
644345,16491,2017,8447,Colorado Springs, CO,Nissan,SentraS
226368,21900,2016,2414,Amityville, NY,Dodge,JourneyAWD
218244,13500,2010,64699,Conway, SC,Dodge,JourneyAWD
707633,26560,2016,29390,Little Rock, AR,Ram,"1500Outdoorsman,"
814930,9988,2008,114508,East Windsor, NJ,Toyota,Sienna5dr
232882,26695,2014,75977,Rochester, MN,Dodge,DurangoLimited
31808,9600,2008,113101,Mobile, AL,BMW,5
125711,15595,2013,73323,Jacksonville, FL,Chevrolet,ImpalaLT
438140,7995,2011,82048,Hanover, PA,Hyundai,Sonata4dr
574858,8995,2008,88594,Merrillville, IN,Lincoln,MKZ4dr
811942,37995,2016,8668,Thorndale, PA,Toyota,HighlanderAWD
640886,12784,2014,53731,Warner Robins, GA,Nissan,Altima2.5
840183,20989,2015,5040,Rockaway, NJ,Volkswagen,Golf
584228,13839,2014,37303,Suitland, MD,Mazda,Mazda3i
280677,15995,2010,56589,Valdese, NC,Ford,Mustang2dr
315433,32988,2017,38894,Tukwila, WA,Ford,Transit
262840,15995,2016,45587,Kenner, LA,Ford,EscapeFWD
156143,10695,2008,88850,Highland, IN,Chevrolet,Impala4dr
102861,19900,2016,7696,Boise, ID,Chevrolet,EquinoxFWD
742833,31964,2017,5152,East Petersburg, PA,Subaru,Outback2.5i
97355,12775,2014,25596,Puyallup, WA,Chevrolet,CruzeLS
334256,23999,2014,47353,South Easton, MA,Ford,ExplorerXLT
230758,27978,2016,42737,Acworth, GA,Dodge,DurangoAWD
115585,15997,2016,2565,Pelham, AL,Chevrolet,Cruze
42548,22000,2013,88569,New Port Richey, FL,BMW,X5xDrive35d
372342,43491,2015,17750,Indianapolis, IN,GMC,Sierra
765511,22497,2015,35339,Spokane, WA,Toyota,Camry
539204,14694,2015,47528,Colorado Springs, CO,Kia,SoulAutomatic
545710,14899,2016,14644,Livonia, MI,Kia,Forte
373549,45999,2017,19792,Morrow, GA,GMC,Yukon2WD
146953,23998,2012,64341,Saint Cloud, FL,Chevrolet,Silverado
577014,23995,2014,20121,Glenolden, PA,Lincoln,MKZAWD
300888,15000,2007,103947,Fishers, IN,Ford,F-1504WD
620869,62777,2014,30476,D'Iberville, MS,Mercedes-Benz,SL-ClassSL550
411580,14591,2014,30941,Palo Alto, CA,Honda,Civic
373809,33990,2017,23143,Tomball, TX,GMC,AcadiaFWD
291439,19497,2015,14983,Vandalia, OH,Ford,Transit
228685,33000,2016,30600,Austin, TX,Dodge,ChallengerR/T
836488,19697,2015,18777,Jacksonville, FL,Volkswagen,Passat1.8T
741754,21987,2014,12980,Roseville, CA,Subaru,XV
41831,23450,2012,54820,Newton, MA,BMW,X5AWD
85414,11000,2015,21167,Fishers, IN,Chevrolet,CruzeLS
540110,13995,2013,85122,Bastrop, TX,Kia,SorentoLX
340282,46986,2017,5683,Wake Forest, NC,Ford,F-150Lariat
196432,14995,2014,33189,Monroe, MI,Chrysler,200Sedan
449239,11991,2013,27341,Dearborn, MI,Hyundai,VelosterRE:MIX
488041,19991,2015,41409,Buford, GA,Jeep,CherokeeLimited
612136,27983,2010,68298,Pleasanton, CA,Mercedes-Benz,E-Class4dr
17859,36878,2016,22197,Plano, TX,Audi,A62.0T
307152,30914,2016,42697,Vancouver, WA,Ford,Explorer4WD
817559,41991,2016,5739,Owings Mills, MD,Toyota,Tundra
319719,13999,2006,152000,San Diego, CA,Ford,Econoline
303324,22888,2016,13817,Fleetwood, PA,Ford,Transit
577210,29788,2016,21484,Duluth, GA,Lincoln,MKCFWD
795736,26823,2016,29726,Galveston, TX,Toyota,Tacoma2WD
22254,38991,2013,31901,Charlotte, NC,Audi,A8
367294,19900,2009,154507,Brandon, MS,GMC,Sierra
91612,4410,2009,65290,Randolph, NJ,Chevrolet,Aveo5dr
811847,26413,2015,41626,Norman, OK,Toyota,Tacoma2WD
757403,14789,2014,27058,Jackson, MS,Toyota,CorollaS
787324,16500,2012,75708,Owings Mills, MD,Toyota,Venza4dr
539496,8998,2010,80225,New Bern, NC,Kia,Soul5dr
187679,14419,2015,28219,Olympia, WA,Chrysler,200C
571025,36495,2014,21259,Naples, FL,Lexus,RX
734565,14830,2012,62263,Canton, CT,Subaru,Outback2.5i
507014,31980,2015,47198,Lafayette, LA,Jeep,Grand
542670,11095,2011,85903,Salem, VA,Kia,Sedona4dr
103802,18000,2015,34399,Tallmadge, OH,Chevrolet,EquinoxAWD
629763,9988,2017,29611,Pensacola, FL,Mitsubishi,MirageES
628080,17168,2016,4915,East Petersburg, PA,Mitsubishi,Outlander
585745,16483,2015,35726,Milford, CT,Mazda,Mazda3i
406695,25490,2016,33212,Waldorf, MD,Honda,Accord
792336,32700,2017,19479,Tulsa, OK,Toyota,Tundra
501597,25245,2014,51288,Gainesville, GA,Jeep,Grand
277086,4795,2003,113516,West Nyack, NY,Ford,Explorer4dr
346810,59363,2017,3482,Fairfax, VA,Ford,MustangShelby
311611,30073,2016,48309,West Valley, UT,Ford,Explorer4WD
725260,13888,2016,9000,Dallas, TX,Scion,tCAutomatic
212364,12895,2015,46809,Henrico, VA,Dodge,DartSXT
823588,44794,2015,45018,Canton, CT,Toyota,Sequoia4X4
603772,5995,2005,138702,Tampa, FL,Mercedes-Benz,M-ClassML350
726083,11989,2014,22291,Modesto, CA,Scion,xDAutomatic
242545,12144,2013,48135,Woodbridge, VA,Ford,FusionSE
752978,14492,2012,57420,Hurst, TX,Toyota,Camry
453307,17995,2015,29395,Colorado Springs, CO,Hyundai,Santa
718417,27999,2011,94958,Baird, TX,Ram,25004WD
573067,38995,2016,17958,Boise, ID,Lexus,ES
461592,22950,2015,33550,North Hampton, NH,Hyundai,Santa
809776,39988,2017,10410,Englewood, CO,Toyota,Tundra
48595,31396,2014,29739,Canfield, OH,BMW,4
268606,17977,2015,29609,Lithia Springs, GA,Ford,MustangFastback
774204,19799,2016,9839,Leavenworth, KS,Toyota,PriusTwo
251282,13995,2016,27230,El Paso, TX,Ford,FocusSedan
468369,21454,2015,21086,Oklahoma City, OK,INFINITI,Q40AWD
494341,22590,2017,11797,Houston, TX,Jeep,RenegadeTrailhawk
685622,15995,2009,89945,Athens, GA,Nissan,Armada2WD
818833,26777,2016,28684,Hopkinsville, KY,Toyota,"SiennaLimited,"
359596,1780,2003,231267,Salt Lake City, UT,GMC,Yukon
327831,33978,2014,54269,Killeen, TX,Ford,F-1504WD
762118,6082,2007,113554,N. Bellevue, NE,Toyota,Corolla4dr
770024,20475,2016,9723,Gaithersburg, MD,Toyota,RAV4AWD
670583,27000,2017,20311,Hainesport, NJ,Nissan,MuranoAWD
181066,46998,2015,62875,Paramus, NJ,Chevrolet,Tahoe4WD
329825,35730,2014,22081,Buford, GA,Ford,F-1504WD
484454,16995,2015,50423,Killeen, TX,Jeep,CherokeeLimited
257162,17995,2016,16828,Culpeper, VA,Ford,EscapeFWD
360304,26800,2015,52756,Athens, AL,GMC,AcadiaFWD
312194,29990,2015,29667,Homestead, FL,Ford,F-1502WD
310934,20893,2013,130110,Englewood, CO,Ford,F-150SuperCrew
710527,30798,2017,14743,Cerritos, CA,Ram,1500SLT
731645,22277,2017,7920,Denton, TX,Subaru,ImprezaPremium
202048,27780,2017,34380,Glendora, CA,Chrysler,PacificaTouring-L
212542,19599,2016,40092,Olive Branch, MS,Dodge,ChallengerSXT
308449,18995,2015,15067,Victorville, CA,Ford,FiestaHatchback
2903,16000,2012,102306,Baltimore, MD,Acura,TLSH-AWD
414060,14849,2013,85245,Tyler, TX,Honda,Civic
615110,40937,2015,5655,Miami, FL,Mercedes-Benz,M-ClassML350
636533,12994,2016,28788,Davis, CA,Nissan,SentraSV
314564,32796,2016,20107,Lakewood, WA,Ford,EdgeSport
709446,28688,2015,36879,College Station, TX,Ram,1500Lone
520502,38599,2016,24844,Hagerstown, MD,Jeep,Wrangler
16244,18480,2012,70900,Houston, TX,Audi,Q5quattro
668455,7995,2007,140318,Midlothian, IL,Nissan,MuranoAWD
129827,11950,2013,58991,Cumming, GA,Chevrolet,Malibu3LT
443122,17500,2015,30715,Round Rock, TX,Hyundai,Sonata2.0T
452319,22039,2016,5692,Peoria, AZ,Hyundai,TucsonFWD
626865,25371,2016,3564,North Hollywood, CA,MINI,Cooper
44280,33988,2015,30144,Newport Beach, CA,BMW,5
376822,50615,2015,52779,Circleville, OH,GMC,Sierra
461626,10994,2013,53882,Moncks Corner, SC,Hyundai,VelosterRE:MIX
329621,34989,2014,42430,Saugus, MA,Ford,F-1504WD
746130,11686,2014,18558,Delray Beach, FL,Toyota,CorollaL
385637,21777,2017,6640,Everett, WA,Honda,Civic
825868,14631,2015,8322,Auburn, WA,Volkswagen,Jetta
247796,10881,2016,26153,Berkeley, CA,Ford,FiestaHatchback
102315,18388,2015,40253,Williamsburg, VA,Chevrolet,Malibu3LT
136046,4700,2004,156753,Cedar Falls, IA,Chevrolet,TrailBlazer4dr
302895,14985,2001,55754,Downers Grove, IL,Ford,Mustang2dr
532032,10400,2011,53925,Baton Rouge, LA,Kia,Sorento2WD
126631,15500,2011,64172,Little Rock, AR,Chevrolet,Camaro2dr
828367,15935,2016,35992,Victorville, CA,Volkswagen,Passat4dr
720457,33995,2016,15791,Milton, NY,Ram,"1500Outdoorsman,"
18290,28995,2014,28185,Westborough, MA,Audi,Q52.0T
544472,19555,2014,75994,Crestview, FL,Kia,SorentoLimited
221497,12998,2014,67069,Fort Worth, TX,Dodge,ChargerSE
7895,33995,2015,9990,Tukwila, WA,Acura,TLXSH-AWD
449150,14888,2015,45963,Norman, OK,Hyundai,TucsonFWD
712483,32980,2017,12847,Cape Coral, FL,Ram,1500Big
142490,13490,2013,66311,Collins, MS,Chevrolet,Captiva
180896,39999,2008,26158,Atlanta, GA,Chevrolet,Corvette2dr
89140,13939,2015,43805,Spencer, IN,Chevrolet,Malibu1LT
651502,8981,2011,108268,Addison, TX,Nissan,Maxima4dr
614669,31500,2012,54537,Greenland, NH,Mercedes-Benz,CLS-ClassCLS550
733894,20914,2015,30032,Waukesha, WI,Subaru,Forester2.5i
13755,11995,2011,119080,Philadelphia, PA,Audi,A64dr
259252,15555,2015,18261,Gurnee, IL,Ford,FocusSedan
661590,6477,2012,104199,West Allis, WI,Nissan,Versa5dr
